id,board_name,keyword,visual_strategy,product_title,product_image_url,target_path,prompt
1014,Quarto decorado,relogio despertador digital,environment_title_overlay,Relógio de Mesa Digital Despertador Triangular Bege,http://chiquehome.com.br/cdn/shop/files/Relogio_Digital_de_Mesa_Despertador_LED_Triangular_bege_5.webp?v=1774525086,public/pinterest/final/pin-1014.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio despertador digital. Cenário: quarto de casal pequeno decorado, mesa de cabeceira organizada, relógio digital e tons neutros. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Relógio despertador digital"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
1015,Quarto decorado,relogio de mesa led,product_title_overlay,Relógio Digital de Mesa Despertador Redondo Branco,http://chiquehome.com.br/cdn/shop/files/Relogio_Digital_de_Mesa_Despertador_LED_Redondo_branco.webp?v=1761426162,public/pinterest/final/pin-1015.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de mesa led. Cenário: quarto de casal pequeno decorado, mesa de cabeceira organizada, relógio digital e tons neutros. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com o produto em destaque e título centralizado usando o nome do produto ou colecao: ""Relógio Digital de Mesa Despertador Redondo Branco"". Visual premium, elegante, estilo Pinterest Brasil, sem lista e sem marcadores. Cupom PINTEREST10 discreto."
1016,Relogios de parede,relogio de parede lorenzzo wood,product_in_environment,Relógio de Parede Lorenzzo Wood,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,public/pinterest/final/pin-1016.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede lorenzzo wood. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Lorenzzo Wood. Sem texto grande, foco em inspirar clique para compra."
1018,Relogios de parede,relogio de parede grande,environment_full_bleed,Relógio de Parede Lorenzzo Wood,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,public/pinterest/final/pin-1018.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede grande. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Relógio de Parede Lorenzzo Wood, aplicar apenas se fizer sentido natural."
1019,Relogios de parede,relogio de parede decorativo,environment_title_overlay,Relógio de Parede para Cozinha/Sala Grande Decorativo Sofisticado,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Sofisticado_preto.webp?v=1758392862,public/pinterest/final/pin-1019.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio de parede decorativo. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Relógio de parede decorativo"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
1020,Relogios de parede,relogio lorenzzo wood,product_title_overlay,Relógio de Parede Lorenzzo Wood,https://chiquehome.com.br/cdn/shop/files/Relogio_de_Parede_para_cozinha_sala_decorativo_moderno_marrom_Lorenzzo_Wood.webp?v=1782693565,public/pinterest/final/pin-1020.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: relógio lorenzzo wood. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com o produto em destaque e título centralizado usando o nome do produto ou colecao: ""Relógio de Parede Lorenzzo Wood"". Visual premium, elegante, estilo Pinterest Brasil, sem lista e sem marcadores. Cupom PINTEREST10 discreto."
1021,Iluminacao decorativa,iluminacao decorativa,product_in_environment,Arandela de Parede Externa/Interna Luminária LED Quadrada - Preta,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Arandela_de_Parede_Externa_Interna_Luminaria_LED_Quadrada_Preta_6.webp?v=1751328310,public/pinterest/final/pin-1021.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: iluminação decorativa. Cenário: ambiente interno com luminária decorativa acesa, luz aconchegante e decoração sofisticada. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Arandela de Parede Externa/Interna Luminária LED Quadrada. Sem texto grande, foco em inspirar clique para compra."
1023,Iluminacao decorativa,luminaria para quarto,environment_full_bleed,Luminária de Teto para Sala/Quarto/Cozinha em LED Espiral - Branca,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Luminaria_de_Teto_para_Sala_Quarto_Cozinha_em_LED_branco_2.webp?v=1744760801,public/pinterest/final/pin-1023.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: luminária para quarto. Cenário: ambiente interno com luminária decorativa acesa, luz aconchegante e decoração sofisticada. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Luminária de Teto em LED Espiral, aplicar apenas se fizer sentido natural."
1024,Iluminacao decorativa,iluminacao para sala,environment_title_overlay,Lustre Pendente para Sala/Quarto/Cozinha Moderno LED Espiral - Dourado,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Lustre_Pendente_para_Sala_Quarto_Cozinha_Moderno_LED_Dourado.webp?v=1748190597,public/pinterest/final/pin-1024.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: iluminação para sala. Cenário: ambiente interno com luminária decorativa acesa, luz aconchegante e decoração sofisticada. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Iluminação para sala"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
1025,Iluminacao decorativa,luminaria de teto,product_title_overlay,Luminária de Teto para Sala/Quarto/Cozinha em LED Espiral - Branca,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Luminaria_de_Teto_para_Sala_Quarto_Cozinha_em_LED_branco_2.webp?v=1744760801,public/pinterest/final/pin-1025.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: luminária de teto. Cenário: ambiente interno com luminária decorativa acesa, luz aconchegante e decoração sofisticada. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com o produto em destaque e título centralizado usando o nome do produto ou colecao: ""Luminária de Teto em LED Espiral"". Visual premium, elegante, estilo Pinterest Brasil, sem lista e sem marcadores. Cupom PINTEREST10 discreto."
1026,Sala sofisticada,decoracao de sala,product_in_environment,Livro Caixa Decorativo Falso Moderno - Decoração,http://chiquehome.com.br/cdn/shop/files/Livro_Caixa_Decorativo_Falso_Moderno_Decoracao_sala_escritorio.webp?v=1777253342,public/pinterest/final/pin-1026.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: decoração de sala. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Livro Caixa Decorativo Falso Moderno. Sem texto grande, foco em inspirar clique para compra."
1028,Sala sofisticada,sala de jantar decorada,environment_full_bleed,Capa para Cadeira de Jantar Impermeável Curva Decorativa,http://chiquehome.com.br/cdn/shop/files/capa-para-cadeira-de-jantar-impermeavel-curva-cinza-ciano.webp?v=1779658634,public/pinterest/final/pin-1028.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de jantar decorada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar um cenário inspiracional de ambiente, sem texto grande. A imagem precisa parecer resultado real de busca no Pinterest, bonita e clicável. Produto relacionado: Capa para Cadeira de Jantar Impermeável Curva Decorativa, aplicar apenas se fizer sentido natural."
1029,Sala sofisticada,sala sofisticada,environment_title_overlay,Capa de Almofada de Tricô 45x45 para Sofá Decorativa de Luxo,http://chiquehome.com.br/cdn/shop/files/Capa_de_Almofada_de_Trico_45x45_para_Sofa_Decorativa_de_Luxo.webp?v=1729558953,public/pinterest/final/pin-1029.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala sofisticada. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Sala sofisticada"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
1030,Sala sofisticada,decoracao mesa posta,product_title_overlay,Capa para Cadeira de Jantar Impermeável Curva Decorativa,http://chiquehome.com.br/cdn/shop/files/capa-para-cadeira-de-jantar-impermeavel-curva-cinza-ciano.webp?v=1779658634,public/pinterest/final/pin-1030.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: decoração mesa posta. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar imagem com o produto em destaque e título centralizado usando o nome do produto ou colecao: ""Capa para Cadeira de Jantar Impermeável Curva Decorativa"". Visual premium, elegante, estilo Pinterest Brasil, sem lista e sem marcadores. Cupom PINTEREST10 discreto."
2002,Banheiro com cara de hotel,banheiro chique pequeno,product_in_environment,Porta-Escova de Dentes para Banheiro Chique,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Porta_Escova_de_Dentes_para_Banheiro_Chique_preto_e_branco.webp?v=1777216469,public/pinterest/final/pin-2002.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: banheiro chique pequeno. Cenário: banheiro pequeno sofisticado com metais modernos, parede clara, bancada limpa e detalhe elegante de organização. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Porta-Escova de Dentes para Banheiro Chique. Sem texto grande, foco em inspirar clique para compra."
2003,Banheiro com cara de hotel,banheiro planejado,environment_title_overlay,Saboneteira para Banheiro Pia de Cerâmica Decoração,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Saboneteira_para_Banheiro_Pia_de_Ceramica_Decoracao_branco_verde.webp?v=1767733938,public/pinterest/final/pin-2003.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: banheiro planejado. Cenário: banheiro pequeno sofisticado com metais modernos, parede clara, bancada limpa e detalhe elegante de organização. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Banheiro planejado"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
2012,Relogios de parede,sala de estar moderna,product_in_environment,Relógio de Parede Toscana Beige,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Decorativo_Grande_Madeira_6.webp?v=1755914654,public/pinterest/final/pin-2012.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de estar moderna. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Parede Toscana Beige. Sem texto grande, foco em inspirar clique para compra."
2013,Relogios de parede,sala de estar de luxo,environment_title_overlay,Relógio de Parede Milano Gray,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Parede_para_Cozinha_Sala_Grande_Decorativo_Elegante_cinza_2.webp?v=1755049525,public/pinterest/final/pin-2013.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de estar de luxo. Cenário: parede de sala ou cozinha com relógio decorativo grande, composição limpa e elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Sala de estar de luxo"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
2017,Quarto decorado,quarto aconchegante,product_in_environment,Relógio de Mesa Digital Despertador Espelhado Prateado,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_de_Mesa_Digital_Decorativo_cabeceira_Despertador_prateado_LED_Espelhado.webp?v=1776438623,public/pinterest/final/pin-2017.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: quarto aconchegante. Cenário: quarto de casal pequeno decorado, mesa de cabeceira organizada, relógio digital e tons neutros. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Relógio de Mesa Digital Despertador Espelhado Prateado. Sem texto grande, foco em inspirar clique para compra."
2018,Quarto decorado,quarto de casal,environment_title_overlay,Relógio de Mesa Digital Despertador Curvado Preto,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Relogio_Digital_de_Mesa_Despertador_LED_Curvado_preto.webp?v=1767982383,public/pinterest/final/pin-2018.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: quarto de casal. Cenário: quarto de casal pequeno decorado, mesa de cabeceira organizada, relógio digital e tons neutros. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Quarto de casal"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
2022,Escritório em casa,escritório elegante,product_in_environment,Luminária de Mesa LED Touch para Quarto Sala,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Abajur_Luminaria_de_Mesa_LED_Touch_para_Quarto_Sala_branca.png?v=1744942658,public/pinterest/final/pin-2022.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: escritório elegante. Cenário: home office organizado, mesa clara, luminária, porta-canetas e pequenos objetos decorativos. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Luminária de Mesa LED Touch para Quarto Sala. Sem texto grande, foco em inspirar clique para compra."
2023,Escritório em casa,escritório moderno,environment_title_overlay,Arandela de Parede Interna para Quarto Sala Dourada LED Pássaro,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Arandela_de_Parede_Interna_para_Quarto_Sala_Dourada_LED_Passaro.webp?v=1781180308,public/pinterest/final/pin-2023.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: escritório moderno. Cenário: home office organizado, mesa clara, luminária, porta-canetas e pequenos objetos decorativos. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Escritório moderno"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
2027,Sala sofisticada,sala de jantar elegante,product_in_environment,Escultura Decorativa O Leitor Estatueta,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Escultura_Decorativa_O_Leitor_Estatueta_Decoracao_branca.webp?v=1767988605,public/pinterest/final/pin-2027.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de jantar elegante. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Aplicar visualmente o produto da Shopify em outro ambiente realista de forma natural. Produto: Escultura Decorativa O Leitor Estatueta. Sem texto grande, foco em inspirar clique para compra."
2028,Sala sofisticada,sala de estar elegante,environment_title_overlay,Capa de Almofada 45x45 para Sofá Horse Decorativa de Luxo,https://cdn.shopify.com/s/files/1/0864/2432/2353/files/Capa_de_Almofada_45x45_para_Sofa_Decorativa_de_Luxo_Horse.webp?v=1749410097,public/pinterest/final/pin-2028.png,"Pinterest Pin vertical 2:3, imagem bonita full-bleed, sem card, sem borda, estilo foto premium realista. Tema: sala de estar elegante. Cenário: sala de estar sofisticada, sofá neutro, almofadas decorativas, relógio de parede e decoração elegante. Usar paleta Chique Home: off-white, bege, madeira clara, taupe suave, preto fosco, luz quente, visual premium brasileiro. Criar cenário bonito com título centralizado, curto e clicável em português: ""Sala de estar elegante"". Texto elegante, alto contraste, estilo Pinterest Brasil, sem poluir. Cupom PINTEREST10 pequeno no canto inferior."
