id,date,board_name,keyword,product_handle,visual_strategy,product_2_handle,generated_image_path,title,description,keywords,link,scheduled_at
"11011","2026-09-23","Tapetes para cozinha","tapete para cozinha antiderrapante absorvente - areia pérola","tapete-para-cozinha-antiderrapante-absorvente-areia-perola","product_full_bleed","","public/pinterest/final/pin-11011.jpg","Tapete para Cozinha Antiderrapante Absorvente - Areia Pérola","Tapete para Cozinha Antiderrapante Absorvente - Areia Pérola. A estampa em tons claros complementa a cozinha com um detalhe de textura. Confira os tamanhos disponíveis para seu espaço. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","tapete para cozinha antiderrapante absorvente - areia pérola; tapete de cozinha bege; cozinha em tons claros; Chique Home","https://chiquehome.com.br/products/tapete-para-cozinha-antiderrapante-absorvente-areia-perola?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11011","2026-09-23T12:30:00.000Z"
"11012","2026-09-23","Tapetes para cozinha","tapete para cozinha antiderrapante passadeira absorvente - bege","tapete-para-cozinha-antiderrapante-passadeira-absorvente-bege","product_in_environment","","public/pinterest/final/pin-11012.jpg","Tapete para Cozinha Antiderrapante Passadeira Absorvente - Bege","Tapete para Cozinha Antiderrapante Passadeira Absorvente - Bege. Uma passadeira para compor a área diante da bancada. O bege combina com madeira e superfícies claras na cozinha. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","tapete para cozinha antiderrapante passadeira absorvente - bege; passadeira de cozinha bege; tapete para pia; Chique Home","https://chiquehome.com.br/products/tapete-para-cozinha-antiderrapante-passadeira-absorvente-bege?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11012","2026-09-23T12:31:00.000Z"
"11013","2026-09-23","Tapetes para cozinha","tapete para cozinha antiderrapante absorvente elegante - bege","tapete-para-cozinha-antiderrapante-absorvente-elegante-bege","environment_title_overlay","","public/pinterest/final/pin-11013.jpg","Tapete para Cozinha Antiderrapante Absorvente Elegante - Bege","Tapete para Cozinha Antiderrapante Absorvente Elegante - Bege. O desenho do tapete ajuda a dar personalidade ao piso da cozinha. Inspire-se para combinar a estampa com os armários. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","tapete para cozinha antiderrapante absorvente elegante - bege; tapete de cozinha elegante; decoração para cozinha; Chique Home","https://chiquehome.com.br/products/tapete-para-cozinha-antiderrapante-absorvente-elegante-bege?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11013","2026-09-23T12:32:00.000Z"
"11014","2026-09-23","Tapetes para cozinha","tapete para cozinha antiderrapante absorvente sofisticado - cinza","tapete-para-cozinha-antiderrapante-absorvente-sofisticado-cinza","product_full_bleed","","public/pinterest/final/pin-11014.jpg","Tapete para Cozinha Antiderrapante Absorvente Sofisticado - Cinza","Tapete para Cozinha Antiderrapante Absorvente Sofisticado - Cinza. O desenho curvo em cinza acompanha uma cozinha de tons neutros. Veja as opções de tamanho para compor o piso. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","tapete para cozinha antiderrapante absorvente sofisticado - cinza; tapete para cozinha cinza; cozinha moderna; Chique Home","https://chiquehome.com.br/products/tapete-para-cozinha-antiderrapante-absorvente-sofisticado-cinza?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11014","2026-09-23T12:33:00.000Z"
"11015","2026-09-23","Tapetes para cozinha","tapete para cozinha antiderrapante absorvente - verde terracota","tapete-para-cozinha-antiderrapante-absorvente-verde-terracota","split_two_products","tapete-para-cozinha-antiderrapante-absorvente-off-stone","public/pinterest/final/pin-11015.jpg","Tapetes para Cozinha: Verde Terracota e Pedra Clara","Tapete para Cozinha Antiderrapante Absorvente - Verde Terracota e Tapete para Cozinha Antiderrapante Absorvente - Pedra Clara. Compare Verde Terracota e Pedra Clara em duas cozinhas. Duas propostas para escolher a estampa do tapete de acordo com a decoração. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","tapete para cozinha antiderrapante absorvente - verde terracota; tapete para cozinha antiderrapante absorvente - pedra clara; tapete verde terracota; tapete pedra clara; Chique Home","https://chiquehome.com.br/collections/tapete-para-cozinha-antiderrapante?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11015","2026-09-23T12:34:00.000Z"
"11016","2026-09-24","Mesa posta elegante","castiçal de vela para natal rena - decoração natalina de mesa","castical-de-vela-para-natal-rena-decoracao-natalina-de-mesa","product_full_bleed","","public/pinterest/final/pin-11016.jpg","Castiçal de Vela para Natal Rena - Decoração Natalina de Mesa","Castiçal de Vela para Natal Rena - Decoração Natalina de Mesa. A silhueta de rena cria um detalhe natalino na decoração de mesa. Uma inspiração para começar a preparar a casa para as festas. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","castiçal de vela para natal rena - decoração natalina de mesa; castiçal de Natal; decoração natalina de mesa; Chique Home","https://chiquehome.com.br/products/castical-de-vela-para-natal-rena-decoracao-natalina-de-mesa?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11016","2026-09-24T12:30:00.000Z"
"11017","2026-09-24","Mesa posta elegante","presépio de natal completo em resina religioso 6 peças - decoração natalina","presepio-de-natal-completo-em-resina-religioso-6-pecas-decoracao-natalina","product_in_environment","","public/pinterest/final/pin-11017.jpg","Presépio de Natal Completo em Resina Religioso 6 Peças - Decoração Natalina","Presépio de Natal Completo em Resina Religioso 6 Peças - Decoração Natalina. Reúna os símbolos do Natal em uma composição com as seis peças do presépio. Inspire-se para decorar o aparador da sua casa. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","presépio de natal completo em resina religioso 6 peças - decoração natalina; presépio de Natal completo; decoração religiosa de Natal; Chique Home","https://chiquehome.com.br/products/presepio-de-natal-completo-em-resina-religioso-6-pecas-decoracao-natalina?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11017","2026-09-24T12:31:00.000Z"
"11018","2026-09-24","Mesa posta elegante","jogo americano para natal retangular - decoração de mesa natalina","jogo-americano-para-natal-retangular-decoracao-de-mesa-natalina","environment_title_overlay","","public/pinterest/final/pin-11018.jpg","Jogo Americano para Natal Retangular - Decoração de Mesa Natalina","Jogo Americano para Natal Retangular - Decoração de Mesa Natalina. Prepare os lugares à mesa com um toque natalino. O jogo americano entra na composição para receber família e amigos nas festas. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","jogo americano para natal retangular - decoração de mesa natalina; jogo americano de Natal; mesa natalina decorada; Chique Home","https://chiquehome.com.br/products/jogo-americano-para-natal-retangular-decoracao-de-mesa-natalina?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11018","2026-09-24T12:32:00.000Z"
"11019","2026-09-24","Mesa posta elegante","porta-copos para natal redondo - decoração de mesa natalina","porta-copos-para-natal-redondo-decoracao-de-mesa-natalina","product_full_bleed","","public/pinterest/final/pin-11019.jpg","Porta-Copos para Natal Redondo - Decoração de Mesa Natalina","Porta-Copos para Natal Redondo - Decoração de Mesa Natalina. O porta-copos vermelho traz o clima das festas para a mesa. Uma ideia para combinar pequenos detalhes na decoração de Natal. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","porta-copos para natal redondo - decoração de mesa natalina; porta-copos de Natal; mesa de Natal vermelha; Chique Home","https://chiquehome.com.br/products/porta-copos-para-natal-redondo-decoracao-de-mesa-natalina?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11019","2026-09-24T12:33:00.000Z"
"11020","2026-09-24","Mesa posta elegante","tábua de frios natal de árvore natalina - conjunto com 3 peças","tabua-de-frios-natal-de-arvore-natalina-kit-com-3-pecas","split_two_products","tabua-de-frios-natal-de-gorro-e-arvore-natalina-modelo-escuro","public/pinterest/final/pin-11020.jpg","Tábuas de Frios Natalinas: Árvore e Gorro e Árvore","Tábua de Frios Natal de Árvore Natalina - conjunto com 3 Peças e Tábua de Frios Natal de Gorro e Árvore Natalina - Modelo Escuro. Compare as tábuas natalinas Árvore e Gorro e Árvore em duas mesas. Uma inspiração para apresentar petiscos na hora de receber. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","tábua de frios natal de árvore natalina - conjunto com 3 peças; tábua de frios natal de gorro e árvore natalina - modelo escuro; tábua de frios de Natal; mesa de petiscos natalina; Chique Home","https://chiquehome.com.br/collections/decoracao-de-natal-2025?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11020","2026-09-24T12:34:00.000Z"
"11021","2026-09-25","Iluminacao decorativa","luminária de mesa led sem fio com acionamento por toque recarregável - chique home","luminaria-de-mesa-led-sem-fio-touch-recarregavel-chique-home","product_full_bleed","","public/pinterest/final/pin-11021.jpg","Luminária de Mesa LED Sem Fio com Acionamento por Toque Recarregável","Luminária de Mesa LED Sem Fio com Acionamento por Toque Recarregável - Chique Home. Uma luminária de mesa para criar um ponto de luz junto ao sofá. O acabamento dourado complementa uma composição em tons acolhedores. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","luminária de mesa led sem fio com acionamento por toque recarregável - chique home; luminária de mesa sem fio; iluminação para sala; Chique Home","https://chiquehome.com.br/products/luminaria-de-mesa-led-sem-fio-touch-recarregavel-chique-home?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11021","2026-09-25T12:30:00.000Z"
"11022","2026-09-25","Iluminacao decorativa","lustre pendente para sala/quarto/cozinha moderno led espiral - branco","lustre-pendente-para-sala-quarto-cozinha-moderno-led-espiral-branco","product_in_environment","","public/pinterest/final/pin-11022.jpg","Lustre Pendente para Sala/Quarto/Cozinha Moderno LED Espiral - Branco","Lustre Pendente para Sala/Quarto/Cozinha Moderno LED Espiral - Branco. O desenho em espiral fica em destaque sobre a mesa de jantar. Inspire-se para combinar o pendente branco com a decoração. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","lustre pendente para sala/quarto/cozinha moderno led espiral - branco; pendente LED espiral branco; iluminação de sala de jantar; Chique Home","https://chiquehome.com.br/products/lustre-pendente-para-sala-quarto-cozinha-moderno-led-espiral-branco?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11022","2026-09-25T12:31:00.000Z"
"11023","2026-09-25","Iluminacao decorativa","arandela de parede interna para quarto/sala dourada led pássaro","arandela-de-parede-interna-para-quarto-sala-dourada-led-passaro","environment_title_overlay","","public/pinterest/final/pin-11023.jpg","Arandela de Parede Interna para Quarto/Sala Dourada LED Pássaro","Arandela de Parede Interna para Quarto/Sala Dourada LED Pássaro. Uma arandela com desenho de pássaro para compor a parede do quarto. Um detalhe de iluminação que também participa da decoração. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","arandela de parede interna para quarto/sala dourada led pássaro; arandela dourada pássaro; iluminação para quarto; Chique Home","https://chiquehome.com.br/products/arandela-de-parede-interna-para-quarto-sala-dourada-led-passaro?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11023","2026-09-25T12:32:00.000Z"
"11024","2026-09-25","Iluminacao decorativa","luminária de teto para sala/quarto/cozinha em led espiral - branca","luminaria-de-teto-para-sala-quarto-cozinha-em-led-espiral-branca","product_full_bleed","","public/pinterest/final/pin-11024.jpg","Luminária de Teto para Sala/Quarto/Cozinha em LED Espiral - Branca","Luminária de Teto para Sala/Quarto/Cozinha em LED Espiral - Branca. O formato em espiral cria um destaque no teto. Veja a luminária branca em uma cozinha de armários claros. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","luminária de teto para sala/quarto/cozinha em led espiral - branca; luminária de teto LED branca; iluminação de cozinha; Chique Home","https://chiquehome.com.br/products/luminaria-de-teto-para-sala-quarto-cozinha-em-led-espiral-branca?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11024","2026-09-25T12:33:00.000Z"
"11025","2026-09-25","Iluminacao decorativa","luminária de mesa led com acionamento por toque para quarto/sala - decoração","luminaria-de-mesa-led-touch-para-quarto-sala-decoracao","split_two_products","luminaria-de-mesa-led-touch-recarregavel-chique-home","public/pinterest/final/pin-11025.jpg","Luminárias de Mesa LED com Acionamento por Toque: dois modelos para sua casa","Luminária de Mesa LED com Acionamento por Toque para Quarto/Sala - Decoração e Luminária de Mesa LED com Acionamento por Toque Recarregável - Chique Home. Compare dois modelos de luminária de mesa em ambientes diferentes. Escolha o desenho que combina com o cantinho que você quer iluminar. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","luminária de mesa led com acionamento por toque para quarto/sala - decoração; luminária de mesa led com acionamento por toque recarregável - chique home; luminária de mesa com acionamento por toque; luminária de mesa recarregável; Chique Home","https://chiquehome.com.br/collections/iluminacao?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11025","2026-09-25T12:34:00.000Z"
"11026","2026-09-26","Sala sofisticada","escultura decorativa o leitor estatueta - decoração","escultura-decorativa-o-leitor-estatueta-decoracao-para-sala","product_full_bleed","","public/pinterest/final/pin-11026.jpg","Escultura Decorativa O Leitor Estatueta","Escultura Decorativa O Leitor Estatueta - Decoração. A estatueta O Leitor combina com livros e pequenos objetos de decoração. Uma referência para compor a estante ou o aparador. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","escultura decorativa o leitor estatueta - decoração; escultura O Leitor; decoração com livros; Chique Home","https://chiquehome.com.br/products/escultura-decorativa-o-leitor-estatueta-decoracao-para-sala?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11026","2026-09-26T12:30:00.000Z"
"11027","2026-09-26","Sala sofisticada","escultura decorativa abstrata mão estátua - decoração","escultura-decorativa-abstrata-mao-estatua-decoracao","product_in_environment","","public/pinterest/final/pin-11027.jpg","Escultura Decorativa Abstrata Mão Estátua","Escultura Decorativa Abstrata Mão Estátua - Decoração. A escultura em formato de mão cria um ponto de interesse na composição. Inspire-se para decorar prateleiras com peças de personalidade. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","escultura decorativa abstrata mão estátua - decoração; escultura abstrata de mão; decoração de prateleira; Chique Home","https://chiquehome.com.br/products/escultura-decorativa-abstrata-mao-estatua-decoracao?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11027","2026-09-26T12:31:00.000Z"
"11028","2026-09-26","Sala sofisticada","capa de almofada de tricô 45x45 para sofá decorativa de luxo","capa-de-almofada-de-trico-45x45-para-sofa-decorativa-de-luxo","environment_title_overlay","","public/pinterest/final/pin-11028.jpg","Capa de Almofada de Tricô 45x45 para Sofá Decorativa de Luxo","Capa de Almofada de Tricô 45x45 para Sofá Decorativa de Luxo. A textura de tricô acrescenta um toque acolhedor ao sofá. Combine a capa 45x45 com os tons da sala. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","capa de almofada de tricô 45x45 para sofá decorativa de luxo; capa de almofada de tricô 45x45; sofá com almofadas; Chique Home","https://chiquehome.com.br/products/capa-de-almofada-de-trico-45x45-para-sofa-decorativa-de-luxo?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11028","2026-09-26T12:32:00.000Z"
"11029","2026-09-26","Sala sofisticada","escultura decorativa casal apaixonado estátua - decoração","escultura-decorativa-casal-apaixonado-estatua-decoracao-para-sala","product_full_bleed","","public/pinterest/final/pin-11029.jpg","Escultura Decorativa Casal Apaixonado Estátua","Escultura Decorativa Casal Apaixonado Estátua - Decoração. A escultura Casal Apaixonado traz um gesto de afeto para a decoração. Uma peça para compor o aparador junto de livros. Conheça as opções na Chique Home. Use o cupom PINTEREST10 e ganhe 10% de desconto. Enviamos para todo o Brasil. 🇧🇷 Clique em “Acessar o site” para conferir os detalhes. #Brasil","escultura decorativa casal apaixonado estátua - decoração; escultura casal apaixonado; decoração afetiva; Chique Home","https://chiquehome.com.br/products/escultura-decorativa-casal-apaixonado-estatua-decoracao-para-sala?utm_source=pinterest&utm_medium=organic_pin&utm_campaign=pinterest_2026_09_21&utm_content=pin_11029","2026-09-26T12:33:00.000Z"
